1,Q0,table-0255-236,1,9.593897492560037,DirichletLM
1,Q0,table-1423-774,2,7.713451424041398,DirichletLM
1,Q0,table-0255-225,3,7.596217263771392,DirichletLM
1,Q0,table-1042-895,4,5.596983987993175,DirichletLM
1,Q0,table-1071-345,5,5.12985610279719,DirichletLM
1,Q0,table-0529-770,6,4.9306713584197475,DirichletLM
1,Q0,table-0529-771,7,4.615177241719464,DirichletLM
1,Q0,table-0875-680,8,4.550118494648828,DirichletLM
1,Q0,table-1554-330,9,4.524610124183812,DirichletLM
1,Q0,table-0730-168,10,4.456737894257901,DirichletLM
2,Q0,table-0406-134,1,12.165264716305334,DirichletLM
2,Q0,table-0218-15,2,8.025163369324794,DirichletLM
2,Q0,table-1408-871,3,7.952469007646736,DirichletLM
2,Q0,table-0398-518,4,7.473958420272287,DirichletLM
2,Q0,table-1621-634,5,7.145292379431313,DirichletLM
2,Q0,table-1408-869,6,6.746795434965175,DirichletLM
2,Q0,table-1064-455,7,6.041529476087755,DirichletLM
2,Q0,table-0529-770,8,5.859441611279605,DirichletLM
2,Q0,table-1064-381,9,5.80705308770273,DirichletLM
2,Q0,table-1408-870,10,5.568289112487308,DirichletLM
3,Q0,table-0676-796,1,5.8531874723197195,DirichletLM
3,Q0,table-0016-437,2,5.416769880144776,DirichletLM
3,Q0,table-1245-277,3,4.943578689875722,DirichletLM
3,Q0,table-1284-743,4,4.871767130844495,DirichletLM
3,Q0,table-0016-438,5,4.626748768489417,DirichletLM
3,Q0,table-0928-773,6,4.359175740864113,DirichletLM
3,Q0,table-1546-808,7,4.313397231439379,DirichletLM
3,Q0,table-0523-299,8,4.2162835648675285,DirichletLM
3,Q0,table-0584-496,9,4.197627111805639,DirichletLM
3,Q0,table-1245-278,10,4.080604881664467,DirichletLM
4,Q0,table-0679-737,1,5.464185406629424,DirichletLM
4,Q0,table-0397-909,2,4.73989310427434,DirichletLM
4,Q0,table-0453-683,3,4.695546537979042,DirichletLM
4,Q0,table-0504-474,4,4.504201337063933,DirichletLM
4,Q0,table-0025-65,5,4.430414444919383,DirichletLM
4,Q0,table-0817-919,6,4.313485976614593,DirichletLM
4,Q0,table-1511-87,7,3.857896508808957,DirichletLM
4,Q0,table-0283-329,8,3.6916939808846982,DirichletLM
4,Q0,table-0020-478,9,3.599667307046324,DirichletLM
4,Q0,table-1417-149,10,3.4626917766261274,DirichletLM
5,Q0,table-1455-559,1,5.234501642053594,DirichletLM
5,Q0,table-0452-375,2,5.096943834893984,DirichletLM
5,Q0,table-0067-64,3,4.556032215477246,DirichletLM
5,Q0,table-0604-203,4,4.5119894893349635,DirichletLM
5,Q0,table-1530-281,5,4.3821419615415795,DirichletLM
5,Q0,table-1088-409,6,4.092814209024389,DirichletLM
5,Q0,table-1038-539,7,3.9576042372882796,DirichletLM
5,Q0,table-1444-333,8,3.7396477986513808,DirichletLM
5,Q0,table-0094-799,9,3.6274175051745767,DirichletLM
5,Q0,table-0513-19,10,3.6085874369453297,DirichletLM
6,Q0,table-0094-625,1,5.806988424002099,DirichletLM
6,Q0,table-1228-309,2,5.735851027086629,DirichletLM
6,Q0,table-1008-856,3,5.003510995367781,DirichletLM
6,Q0,table-0720-762,4,4.972813270491685,DirichletLM
6,Q0,table-0722-993,5,4.499361423322426,DirichletLM
6,Q0,table-0748-163,6,4.0821806702392935,DirichletLM
6,Q0,table-0699-968,7,4.050320754014694,DirichletLM
6,Q0,table-1560-416,8,3.9994347022840153,DirichletLM
6,Q0,table-0197-91,9,3.5121011533027224,DirichletLM
6,Q0,table-0805-12,10,3.1530226568067485,DirichletLM
