1,Q0,table-0552-510,1,23.005885555081907,BM25F
1,Q0,table-1000-57,2,19.728723550685203,BM25F
1,Q0,table-0875-680,3,19.39362527503267,BM25F
1,Q0,table-1020-619,4,17.749793593598746,BM25F
1,Q0,table-0377-686,5,17.401426361300693,BM25F
1,Q0,table-0370-614,6,16.72628160632018,BM25F
1,Q0,table-0288-530,7,15.973010594172107,BM25F
1,Q0,table-0288-531,8,15.973010594172107,BM25F
1,Q0,table-0707-517,9,15.47631541470405,BM25F
1,Q0,table-0554-923,10,15.307094981635219,BM25F
1,Q0,table-0189-66,11,14.993251171897384,BM25F
1,Q0,table-0533-191,12,14.831587637379945,BM25F
1,Q0,table-0507-876,13,14.831587637379945,BM25F
1,Q0,table-0998-242,14,14.748629202563574,BM25F
1,Q0,table-0997-806,15,14.748629202563574,BM25F
2,Q0,table-0938-613,1,23.792856091907318,BM25F
2,Q0,table-1047-153,2,23.345216871189507,BM25F
2,Q0,table-0511-959,3,22.600340303940676,BM25F
2,Q0,table-1578-197,4,22.543183051458804,BM25F
2,Q0,table-1038-905,5,22.36193247337433,BM25F
2,Q0,table-1064-455,6,21.899594624652032,BM25F
2,Q0,table-1064-381,7,21.899594624652032,BM25F
2,Q0,table-0938-612,8,21.86875683530395,BM25F
2,Q0,table-0891-125,9,21.53529697914565,BM25F
2,Q0,table-0517-363,10,21.53529697914565,BM25F
2,Q0,table-1047-58,11,21.449396829328393,BM25F
2,Q0,table-1047-140,12,21.3758980665759,BM25F
2,Q0,table-1047-143,13,21.3758980665759,BM25F
2,Q0,table-0092-846,14,21.05051939323495,BM25F
2,Q0,table-0620-231,15,21.05051939323495,BM25F
3,Q0,table-0928-773,1,22.217779718191274,BM25F
3,Q0,table-1209-300,2,20.928661766484804,BM25F
3,Q0,table-0110-38,3,20.311633811753474,BM25F
3,Q0,table-1245-278,4,17.542176827092547,BM25F
3,Q0,table-1435-370,5,14.864044694443105,BM25F
3,Q0,table-0100-833,6,13.4933261930451,BM25F
3,Q0,table-0100-834,7,13.4933261930451,BM25F
3,Q0,table-0100-835,8,13.4933261930451,BM25F
3,Q0,table-0564-300,9,12.017225845900501,BM25F
3,Q0,table-1254-979,10,11.383138430831245,BM25F
